Id,Time,AccX,AccY,AccZ,GyroX,GyroY,GyroZ
597,2.985,-1003,43,89,8260,29960,-9240
598,2.99,-1015,58,50,1190,26810,-2730
599,2.995,-1022,46,80,-560,24920,-140
600,3.0,-1024,43,92,-420,11970,2800
601,3.005,-980,12,111,3360,4830,3640
602,3.01,-983,5,70,2800,-3010,4200
603,3.015,-1000,-18,-1,560,-3360,3500
604,3.02,-998,-8,-31,-1120,-4130,2030
605,3.025,-994,3,-8,-5390,-5110,350
606,3.03,-978,19,-17,-7280,-5110,280
607,3.035,-1000,32,-16,-4620,-3990,1540
608,3.04,-1019,45,-28,-1190,-3430,1540
609,3.045,-997,22,34,-1330,-4340,2800
610,3.05,-980,25,38,-2870,-9380,3080
611,3.055,-980,17,-13,-1890,-10850,3360
612,3.06,-993,43,-65,-1050,-10010,5810
613,3.065,-1010,50,-82,-4620,-5670,7490
614,3.07,-1003,8,-56,-3990,-4760,7140
615,3.075,-984,-17,12,-2240,-4270,5810
616,3.08,-988,-13,12,-2520,-4410,2800
617,3.085,-989,-12,0,-3080,-4130,1400
618,3.09,-1002,-6,7,-2870,-5040,-70
619,3.095,-1003,2,16,210,-7560,-2310
620,3.1,-1020,35,5,-350,-8540,-1960
621,3.105,-1027,47,-82,-2590,-5530,1610
622,3.11,-1010,40,-78,-1610,-2660,3780
623,3.115,-999,41,-6,1680,-350,6650
624,3.12,-992,-14,28,3430,-980,5810
625,3.125,-1002,-29,55,3430,-2520,2660
626,3.13,-1006,-34,47,560,-4760,420
627,3.135,-1004,-24,18,-140,-7910,-2730
628,3.14,-1003,9,-7,560,-8050,-2870
629,3.145,-1008,37,-14,-560,-7910,-1470
630,3.15,-1011,31,-19,-1680,-8330,-280
631,3.155,-999,25,-19,-560,-8120,1050
632,3.16,-995,-5,-12,70,-7420,1680
633,3.165,-994,-21,17,2590,-7070,-350
634,3.17,-990,-8,26,2590,-7560,-2730
635,3.175,-1003,13,4,910,-8470,-3080
636,3.18,-1006,20,11,980,-8890,-3290
637,3.185,-1005,34,21,2170,-10920,-2800
638,3.19,-1003,27,0,3150,-10710,-2450
639,3.195,-998,30,-10,2310,-8260,-350
640,3.2,-998,12,-24,1750,-7280,700
641,3.205,-997,7,-23,4060,-4340,-420
642,3.21,-991,-2,-6,5390,-2940,-1260
643,3.215,-995,1,0,4270,-1190,-1610
644,3.22,-991,15,38,1330,-1820,-1540
645,3.225,-987,30,46,-1470,-3780,-1540
646,3.23,-994,27,27,-1330,-5040,-1470
647,3.235,-1003,32,-6,560,-5880,-1050
648,3.24,-1007,11,-18,3150,-3780,-1050
649,3.245,-998,7,30,2940,-2030,-1680
650,3.25,-986,-4,59,2520,-2660,-2380
651,3.255,-995,0,57,1610,-4690,-3920
652,3.26,-1009,22,26,-1540,-4830,-4060
653,3.265,-1014,37,6,-1260,-5320,-2590
654,3.27,-1010,38,-23,910,-4550,-1050
655,3.275,-1003,15,-23,630,-3430,1190
656,3.28,-1005,0,9,2170,-70,1120
657,3.285,-998,0,24,2240,630,630
658,3.29,-994,2,33,1330,-210,420
659,3.295,-984,9,45,-560,-1750,980
660,3.3,-989,0,11,-3150,-3360,1610
661,3.305,-1007,-2,-4,-2240,-3150,1120
662,3.31,-1010,-9,-11,2030,-1050,-420
663,3.315,-1003,12,2,1610,-350,0
664,3.32,-999,9,4,280,-140,2030
665,3.325,-989,-23,26,2100,-560,1890
666,3.33,-990,-16,30,2240,-910,-140
667,3.335,-991,12,48,-350,-1610,-770
668,3.34,-988,29,40,-1890,-2940,-700
669,3.345,-998,33,-4,-1330,-3640,1820
670,3.35,-1001,15,-21,-350,-2100,3010
671,3.355,-1005,-4,-14,1680,-630,2030
672,3.36,-999,-2,2,1540,630,840
673,3.365,-979,3,37,-700,70,980
674,3.37,-979,-1,34,-2380,-1120,1260
675,3.375,-988,7,25,-1050,-1890,1190
676,3.38,-1006,9,12,-1120,-2170,1050
677,3.385,-999,18,0,-1890,-2520,1400
678,3.39,-1000,20,-3,-1470,-2170,1680
679,3.395,-996,19,2,630,-1330,2100
680,3.4,-997,-1,-8,1680,-1330,1960
681,3.405,-1003,5,1,1750,280,1610
682,3.41,-1005,2,9,0,-70,1330
683,3.415,-991,-7,43,-1190,-1190,560
684,3.42,-992,2,31,-700,-2310,-630
685,3.425,-994,16,13,-2310,-3710,-490
686,3.43,-999,38,0,-2380,-4130,560
687,3.435,-997,22,-7,420,-3920,2590
688,3.44,-992,-4,0,3220,-2730,2170
689,3.445,-986,-1,18,1960,-2520,1400
690,3.45,-988,6,25,-770,-3010,700
691,3.455,-989,21,-1,-2030,-3780,1050
692,3.46,-1002,42,-11,-1330,-3360,1890
693,3.465,-1010,15,-5,-420,-2450,3990
694,3.47,-1006,6,0,1050,-2520,3430
695,3.475,-1003,8,24,1890,-1820,3220
696,3.48,-986,4,34,210,-2380,3150
697,3.485,-987,-13,33,350,-4620,2100
698,3.49,-1006,8,12,1470,-5320,490
699,3.495,-1014,22,3,-1470,-4410,350
700,3.5,-1006,25,-3,-2730,-4550,1190
701,3.505,-996,19,-10,70,-4130,1820
702,3.51,-984,-2,-3,1470,-3570,1960
703,3.515,-985,-9,1,1330,-3290,910
704,3.52,-990,-15,0,1400,-3080,-280
705,3.525,-991,-1,18,1610,-2030,-2240
706,3.53,-990,25,20,140,-2450,-2520
707,3.535,-988,38,25,-770,-2730,-2100
708,3.54,-997,35,14,-770,-3850,-980
709,3.545,-1004,33,-5,-490,-2590,280
710,3.55,-1006,27,-18,-1120,-1680,1260
711,3.555,-1002,12,-11,-700,-490,1540
712,3.56,-996,6,5,1820,-70,1190
713,3.565,-992,0,22,2730,140,630
714,3.57,-995,6,40,350,-1400,140
715,3.575,-995,13,22,-3500,-3500,-1120
716,3.58,-998,38,15,-3080,-3710,-1050
717,3.585,-1001,61,-12,-1470,-3080,1330
718,3.59,-1008,43,-26,-420,-2240,2310
719,3.595,-1007,24,-30,630,210,3780
720,3.6,-1000,-11,13,-140,560,3360
721,3.605,-993,-11,34,-350,-350,490
722,3.61,-996,23,60,280,-2100,70
723,3.615,-993,34,48,-1050,-4060,700
724,3.62,-992,15,-4,-3570,-6090,2870
725,3.625,-1008,8,-25,-1820,-5530,2170
726,3.63,-1005,7,-32,490,-2660,1330
727,3.635,-1004,24,-19,-560,-1260,1120
728,3.64,-998,24,12,-1190,-630,1820
729,3.645,-997,19,34,420,-560,2310
730,3.65,-1003,24,41,-1890,-2310,2240
731,3.655,-1006,27,29,-2380,-4270,2940
732,3.66,-1003,29,20,-980,-5180,3710
733,3.665,-994,29,9,-1190,-5530,4060
734,3.67,-991,45,-1,0,-5250,5250
735,3.675,-992,46,-9,-490,-4480,7280
736,3.68,-1014,58,-10,-2310,-3640,9240
737,3.685,-1010,59,10,-2380,-3220,11060
738,3.69,-997,9,20,630,-3290,11060
739,3.695,-1006,2,35,1470,-5040,8960
740,3.7,-1006,-16,20,-3360,-6580,6930
741,3.705,-1003,-11,30,-4340,-7560,2030
742,3.71,-1001,3,34,-4900,-8820,350
743,3.715,-997,4,58,-5670,-10360,-2940
744,3.72,-1006,19,93,-10290,-15610,-4340
745,3.725,-1012,15,147,-10640,-24080,-7840
746,3.73,-1033,-8,134,-10290,-30170,-10010
747,3.735,-1048,-69,109,-7770,-39830,-18550
748,3.74,-1078,-63,19,-11270,-41790,-22120
749,3.745,-1101,-71,40,-24990,-46690,-30310
750,3.75,-1106,-63,132,-26250,-51800,-35770
751,3.755,-1096,-63,301,-21910,-71400,-48160
752,3.76,-1017,-32,371,-24150,-83650,-53340
753,3.765,-953,-60,305,-27090,-100800,-59920
754,3.77,-1077,10,199,-29470,-105140,-54250
755,3.775,-1053,-16,59,-30310,-105980,-54530
756,3.78,-1040,-34,139,-27930,-98350,-57260
757,3.785,-1023,-106,391,-27650,-102550,-61950
758,3.79,-975,-187,474,-28140,-112560,-67620
759,3.795,-997,-171,327,-35700,-115220,-63770
760,3.8,-952,-203,387,-52360,-111090,-60900
761,3.805,-916,-251,450,-79870,-113890,-61320
762,3.81,-936,-281,498,-79240,-118300,-67340
763,3.815,-951,-202,547,-78120,-135030,-75880
764,3.82,-990,-224,506,-83160,-142310,-80080
765,3.825,-958,-340,340,-92540,-143920,-82950
766,3.83,-864,-295,289,-91980,-140140,-83300
767,3.835,-819,-307,282,-88270,-119840,-72100
768,3.84,-753,-405,403,-82320,-109830,-70840
769,3.845,-804,-488,636,-83650,-114170,-84980
770,3.85,-1007,-416,686,-93310,-123900,-100590
771,3.855,-954,-372,308,-117880,-118930,-121520
772,3.86,-744,-365,274,-118790,-109200,-118160
773,3.865,-643,-497,356,-105070,-97720,-112770
774,3.87,-551,-566,460,-96530,-95200,-113190
775,3.875,-600,-464,523,-80080,-90860,-88830
776,3.88,-605,-580,573,-73360,-84910,-54740
777,3.885,-730,-731,710,-91840,-60410,-74480
778,3.89,-595,-706,664,-106890,-57190,-98140
779,3.895,-413,-707,571,-109410,-68670,-111930
780,3.9,-377,-791,661,-109760,-75740,-116900
781,3.905,-371,-813,766,-109830,-111370,-132650
782,3.91,-581,-761,734,-108360,-129150,-132160
783,3.915,-606,-739,312,-104160,-125580,-81340
784,3.92,-424,-805,346,-111090,-99330,-66430
785,3.925,-318,-733,304,-141330,-51240,-72730
786,3.93,-278,-756,340,-138460,-32970,-88130
787,3.935,-209,-981,575,-120190,-44940,-103600
788,3.94,-175,-1079,584,-77700,-87150,-149660
789,3.945,-191,-940,597,-67620,-104790,-168700
790,3.95,-204,-524,286,-76510,-129500,-141120
791,3.955,-99,-509,137,-95480,-96390,-64330
792,3.96,-63,-779,250,-95970,-80360,-42630
793,3.965,-72,-887,239,-89180,-65100,-35140
794,3.97,-204,-767,372,-99330,-47320,-64680
795,3.975,-123,-708,304,-111860,-58730,-78820
796,3.98,24,-770,210,-95900,-73710,-79520
797,3.985,181,-758,307,-76020,-70770,-70910
798,3.99,15,-731,385,-46690,-77770,-59010
799,3.995,24,-823,278,-39970,-86100,-42000
800,4.0,65,-975,76,-38150,-79450,-12740
801,4.005,70,-983,128,-63560,-49000,-14000
802,4.01,93,-921,43,-68040,-42000,-14350
803,4.015,83,-920,31,-59290,-38150,-11550
804,4.02,154,-1035,172,-23520,-35910,-12670
805,4.025,170,-1071,191,1050,-39200,-17710
806,4.03,142,-988,122,2520,-40250,-13230
807,4.035,139,-1018,67,-10430,-38360,1610
808,4.04,92,-1050,31,-22190,-36960,6790
809,4.045,98,-1095,-2,-40530,-28910,7980
810,4.05,121,-1069,7,-45360,-21840,4270
811,4.055,152,-1100,53,-40530,-12180,630
812,4.06,170,-1102,121,-17990,-18200,-8610
813,4.065,146,-1063,161,-8820,-24010,-12460
814,4.07,136,-1047,153,-1400,-30450,-14840
815,4.075,128,-1035,50,-1120,-35980,-12740
816,4.08,125,-1031,-19,-17640,-31220,-8680
817,4.085,114,-1043,-134,-24080,-24430,-7070
818,4.09,108,-1010,-89,-27580,-8820,-4830
819,4.095,107,-921,-62,-28070,-4410,-1890
820,4.1,114,-975,-15,-25340,-490,3920
821,4.105,121,-1010,-19,-19180,420,2450
822,4.11,120,-1018,46,-4060,2520,-5180
823,4.115,163,-979,61,-1820,1470,-4620
824,4.12,162,-925,44,-6580,-280,-630
825,4.125,154,-905,39,-7350,-700,3780
826,4.13,138,-903,40,-6930,-3500,10080
827,4.135,145,-987,49,-3150,-4620,11620
828,4.14,137,-1027,20,-8610,-6300,11060
829,4.145,129,-1046,5,-12460,-6230,11060
830,4.15,127,-1034,4,-14910,-5670,7770
831,4.155,126,-992,6,-12320,-5810,6510
832,4.16,126,-958,13,-5740,-6230,6160
833,4.165,130,-989,18,-4200,-6650,6790
834,4.17,132,-990,15,-3360,-8050,6440
835,4.175,111,-1008,-42,-4410,-7280,5880
836,4.18,117,-1052,-40,-6580,-1400,2170
837,4.185,128,-1017,0,-6790,1400,-420
838,4.19,122,-968,11,-13160,420,2660
839,4.195,107,-939,-3,-13790,-1050,5670
840,4.2,101,-961,-20,-7420,-2100,8400
841,4.205,111,-1059,-17,-3710,-2310,7210
842,4.21,124,-1080,-4,-6440,-3360,1610
843,4.215,107,-1020,-25,-14070,-4060,2450
844,4.22,101,-995,-42,-23030,-2450,6020
845,4.225,112,-999,-40,-22190,-2030,6860
846,4.23,115,-996,-36,-16100,-1610,4410
847,4.235,118,-986,-16,-13160,-1470,3360
848,4.24,111,-976,-8,-6370,-3500,3920
849,4.245,103,-998,-47,-910,-4340,3710
850,4.25,98,-1036,-44,7910,-2100,140
851,4.255,114,-1035,-21,8400,-910,-840
852,4.26,110,-1018,-6,6160,-560,-700
853,4.265,113,-1025,-24,-3010,-2590,2310
854,4.27,115,-1040,-47,-5950,-2730,700
855,4.275,104,-1001,-48,-5460,-2030,-1120
856,4.28,92,-995,-49,-3430,-1680,-2240
857,4.285,95,-1002,-50,770,-140,-3150
858,4.29,98,-1018,-50,2940,490,-3500
859,4.295,110,-1020,-36,3360,-280,-3850
860,4.3,116,-1010,-33,-840,-1470,-2800
861,4.305,105,-976,-42,-9170,-3360,1960
862,4.31,103,-981,-55,-9730,-3360,4060
863,4.315,100,-1003,-69,-3920,-1050,2800
864,4.32,103,-1004,-54,-490,350,1260
865,4.325,116,-1003,-29,1540,420,-350
866,4.33,111,-975,-8,1190,-1120,420
867,4.335,114,-993,-34,-1680,-2660,1960
868,4.34,111,-1027,-45,-4760,-2660,2170
869,4.345,109,-1020,-42,-8400,-1750,2730
870,4.35,103,-982,-32,-11830,-2030,2800
871,4.355,109,-964,-13,-6580,-1960,2100
872,4.36,106,-960,-16,-3080,-3080,1680
873,4.365,116,-982,-33,4130,-4270,1120
874,4.37,108,-1009,-41,6790,-3850,490
875,4.375,98,-1013,-49,3010,-3570,1050
876,4.38,94,-1016,-52,-2660,-3290,2380
877,4.385,100,-1016,-26,-10500,-2590,4130
878,4.39,112,-998,-23,-10780,-3290,3850
879,4.395,108,-985,-29,-3850,-5040,3010
880,4.4,97,-1003,-60,-70,-5460,2520
881,4.405,94,-1009,-70,1400,-4130,2030
882,4.41,96,-1016,-71,0,-3080,1960
883,4.415,102,-1025,-70,-1120,-700,1120
884,4.42,106,-1023,-31,-1960,-210,350
885,4.425,107,-1003,-9,-4830,-3710,840
886,4.43,96,-989,-35,-5460,-5320,2100
887,4.435,102,-995,-42,-4480,-5390,3290
888,4.44,100,-1017,-61,0,-5250,2240
889,4.445,93,-1005,-65,2590,-5530,-490
890,4.45,88,-986,-92,2660,-5180,700
891,4.455,88,-1008,-90,1680,-3220,1890
892,4.46,91,-1024,-71,-1470,-1330,2310
893,4.465,87,-1028,-70,-2450,-1050,1120
894,4.47,102,-1028,-61,-210,280,-420
895,4.475,111,-1015,-25,770,630,-1750
896,4.48,120,-1002,-2,-1960,-3010,-1120
897,4.485,112,-1013,-14,-2870,-5040,-630
898,4.49,105,-1016,-49,910,-5880,-2450
899,4.495,105,-997,-48,2590,-4970,-2450
900,4.5,104,-987,-55,-490,-4690,-840
901,4.505,99,-993,-64,-2660,-4760,560
902,4.51,91,-998,-60,-2450,-4130,910
903,4.515,96,-991,-38,-210,-3920,840
904,4.52,107,-1021,-23,3080,-4270,840
905,4.525,104,-1025,-32,2940,-4760,140
906,4.53,89,-1008,-59,700,-4340,-770
907,4.535,96,-1002,-53,-630,-3710,140
908,4.54,99,-1001,-44,-4690,-3360,1190
909,4.545,95,-999,-41,-5530,-3500,1820
910,4.55,89,-1003,-46,-3920,-3710,2240
911,4.555,98,-1012,-39,-1470,-3290,1540
912,4.56,107,-1009,-25,1540,-3290,210
913,4.565,113,-1010,-29,1260,-4270,-350
914,4.57,109,-1004,-43,-70,-5250,-210
915,4.575,87,-1007,-58,-1330,-4270,-140
916,4.58,89,-1005,-44,-560,-3570,0
917,4.585,95,-1011,-51,-140,-3640,-140
918,4.59,98,-1010,-59,1190,-3010,-1400
919,4.595,102,-996,-62,1820,-2380,-1890
920,4.6,105,-987,-47,1120,-2450,-420
921,4.605,99,-991,-49,-3010,-3010,1120
922,4.61,93,-997,-46,-2940,-3430,1540
923,4.615,99,-1009,-51,-1750,-3290,1120
924,4.62,102,-1013,-38,-630,-4060,-350
925,4.625,100,-998,-50,-280,-4760,-560
926,4.63,102,-998,-65,420,-3430,-630
927,4.635,94,-991,-68,-70,-2800,-350
928,4.64,99,-999,-63,-490,-2450,140
929,4.645,111,-1007,-35,-2660,-2170,560
930,4.65,111,-1001,-29,-3920,-2800,840
931,4.655,99,-998,-56,-3010,-4130,700
932,4.66,98,-996,-57,-1260,-3640,420
933,4.665,102,-995,-47,70,-3360,70
934,4.67,110,-1016,-41,770,-3360,-140
935,4.675,111,-1016,-51,-840,-3500,-1120
936,4.68,94,-996,-68,-2240,-3780,-840
937,4.685,93,-992,-71,-2380,-2730,210
938,4.69,98,-1006,-64,-1260,-2030,280
939,4.695,105,-988,-29,-1540,-1960,490
940,4.7,107,-997,-30,-2870,-3010,1330
941,4.705,107,-1009,-58,-3500,-4410,1050
942,4.71,102,-1014,-63,-3080,-3500,280
943,4.715,101,-1011,-60,-1330,-1330,-980
944,4.72,101,-990,-48,-1050,-1400,-770
945,4.725,104,-980,-38,-2030,-2520,700
946,4.73,99,-1002,-45,-1960,-3430,980
947,4.735,87,-998,-58,-490,-3290,-70
948,4.74,97,-991,-47,2170,-2660,-280
949,4.745,106,-991,-39,-420,-3150,980
950,4.75,114,-987,-49,-2590,-3780,1540
951,4.755,103,-985,-62,-3850,-3780,2030
952,4.76,95,-988,-63,-2100,-2730,2450
953,4.765,102,-1001,-52,-490,-2380,1890
954,4.77,99,-1011,-29,420,-2940,1820
955,4.775,105,-1016,-22,910,-3500,1820
956,4.78,103,-1033,-32,1960,-4480,980
957,4.785,100,-1032,-58,1260,-5040,70
958,4.79,92,-1013,-79,-3010,-3850,490
959,4.795,88,-997,-70,-4200,-2870,1050
960,4.8,94,-990,-47,-3080,-2380,1190
961,4.805,100,-1008,-34,-910,-2450,980
962,4.81,101,-1013,-45,1890,-4270,-700
963,4.815,102,-999,-64,2240,-4830,-1260
964,4.82,100,-995,-65,140,-3570,140
965,4.825,100,-996,-58,-1820,-3360,1050
966,4.83,104,-1007,-35,-4970,-3990,2240
967,4.835,101,-1017,-45,-2660,-4620,770
968,4.84,92,-1010,-74,-280,-3640,-280
969,4.845,94,-1006,-72,1680,-2450,-630
970,4.85,95,-1006,-67,1120,-2240,-910
971,4.855,101,-1005,-75,-560,-2520,0
972,4.86,100,-995,-53,-3150,-1540,560
973,4.865,103,-994,-47,-4410,-1680,1050
974,4.87,109,-1011,-33,-3990,-1470,1400
975,4.875,107,-1012,-23,-2800,-2660,-280
976,4.88,112,-993,-36,-2100,-3640,-140
977,4.885,98,-993,-51,-2170,-4340,910
978,4.89,91,-998,-63,-2310,-4690,1470
979,4.895,89,-994,-60,-3290,-4480,2310
980,4.9,99,-1010,-58,-2100,-3710,2030
981,4.905,93,-997,-57,-280,-3290,630
982,4.91,92,-979,-57,210,-2590,1050
983,4.915,97,-984,-55,-560,-2590,2170
984,4.92,101,-999,-55,-700,-3010,2660
985,4.925,100,-1004,-61,0,-3080,2450
986,4.93,85,-996,-33,1400,-3290,2310
987,4.935,103,-986,-15,210,-5040,2870
988,4.94,108,-1011,-21,0,-5670,3500
989,4.945,101,-1004,-26,1330,-7210,840
990,4.95,83,-1006,-74,3850,-7000,350
991,4.955,88,-1002,-76,4200,-5460,1470
992,4.96,96,-999,-53,1050,-3850,1750
993,4.965,96,-1002,-46,-420,-4620,2520
994,4.97,100,-1012,-48,-770,-5460,2730
995,4.975,94,-1020,-51,-1260,-6090,1960
996,4.98,88,-996,-69,-2100,-5600,1890
997,4.985,82,-994,-76,-2870,-4970,2380
998,4.99,83,-1013,-71,-560,-3150,2380
999,4.995,88,-1013,-51,1960,-2450,700
1000,5.0,91,-1011,-37,3430,-3920,840
1001,5.005,88,-1019,-51,3150,-5180,1330
1002,5.01,84,-1042,-87,2170,-4060,1120
1003,5.015,84,-1031,-70,1960,-1050,-70
1004,5.02,84,-1016,-48,-2380,-980,420
1005,5.025,91,-1008,-41,-4060,-1190,980
1006,5.03,101,-1008,-32,-3640,-1820,560
1007,5.035,94,-1013,-28,-980,-2520,-770
1008,5.04,91,-1006,-32,4410,-3780,-2940
1009,5.045,85,-1000,-36,5460,-3850,-3010
1010,5.05,82,-992,-65,1960,-3780,-1750
1011,5.055,81,-1001,-64,-910,-2730,350
1012,5.06,83,-1002,-44,-5390,-1890,840
1013,5.065,90,-1005,-31,-5740,-2450,840
1014,5.07,90,-993,-27,-3990,-2940,210
1015,5.075,95,-977,-30,-2100,-3430,-140
1016,5.08,98,-978,-58,770,-4620,700
1017,5.085,99,-1000,-60,2310,-3220,770
1018,5.09,95,-1003,-25,1470,-3150,910
1019,5.095,99,-1007,-12,-1610,-5040,1820
1020,5.1,98,-1001,-38,-2310,-6020,1470
1021,5.105,89,-1006,-67,-1540,-6160,70
1022,5.11,82,-999,-77,2380,-4550,-490
1023,5.115,89,-995,-55,3150,-3570,210
1024,5.12,87,-1012,-43,3080,-3920,1120
1025,5.125,90,-1021,-51,3010,-3920,1680
1026,5.13,74,-1042,-52,3150,-3220,1400
1027,5.135,94,-1014,-56,4200,-3220,210
1028,5.14,87,-987,-46,7140,-3500,1330
1029,5.145,86,-986,-48,12950,-3290,2240
1030,5.15,68,-991,-63,20300,-140,4480
1031,5.155,57,-1001,-47,37170,3640,6510
1032,5.16,58,-991,-53,57400,15610,13230
1033,5.165,97,-1023,-4,67410,23030,14980
1034,5.17,104,-1066,64,71330,19600,11690
1035,5.175,91,-1047,82,68180,11690,7070
1036,5.18,76,-1016,35,64470,5740,8190
1037,5.185,72,-995,67,70770,9380,9030
1038,5.19,69,-984,130,81620,13160,10850
1039,5.195,90,-991,209,108920,11200,10360
1040,5.2,80,-993,250,122990,7630,8190
1041,5.205,45,-967,274,150360,-3150,7280
1042,5.21,21,-941,285,161490,-7770,8680
1043,5.215,42,-960,323,185220,-10990,11970
1044,5.22,67,-950,351,197330,-11270,13020
1045,5.225,75,-860,400,218120,-11830,12810
1046,5.23,62,-795,472,231350,-13020,14910
1047,5.235,84,-762,561,268100,-22330,22960
1048,5.24,73,-818,627,294000,-28910,25690
1049,5.245,80,-851,633,336070,-32970,19180
1050,5.25,17,-768,668,341460,-30590,18060
1051,5.255,30,-830,699,331590,-22540,24570
1052,5.26,60,-757,712,317380,-15750,23660
1053,5.265,54,-665,702,270900,490,19250
1054,5.27,28,-586,733,248850,8400,14980
1055,5.275,27,-377,857,208390,14210,13860
1056,5.28,43,-361,888,178080,12530,17710
1057,5.285,64,-269,1004,167090,10500,17780
1058,5.29,68,-245,1016,159250,8260,18830
1059,5.295,102,-180,1012,151270,7490,21700
1060,5.3,96,-168,964,136710,3990,18620
1061,5.305,23,-171,932,126980,5250,27790
1062,5.31,48,-209,891,107800,11480,22260
1063,5.315,83,-264,895,97020,15960,19180
1064,5.32,-16,54,996,68950,10850,6720
1065,5.325,29,17,1043,60830,5320,16590
1066,5.33,45,-70,982,63700,-1890,17360
1067,5.335,36,-94,912,65450,-1400,11060
1068,5.34,13,-109,897,63280,8960,5320
1069,5.345,9,-95,919,48160,12600,140
1070,5.35,-23,-66,907,-6230,15330,-7350
1071,5.355,-9,-30,904,-33950,19110,-10570
1072,5.36,0,4,944,-50330,27370,-11410
1073,5.365,-15,88,1041,-44310,27860,-9730
1074,5.37,-15,120,1169,-9170,21070,-1190
1075,5.375,-15,88,1204,10710,14280,2380
1076,5.38,-29,86,1191,26110,7210,10710
1077,5.385,-32,-14,1127,32410,-2800,14000
1078,5.39,-37,-73,1028,12320,-5530,10360
1079,5.395,-44,-110,983,-420,-4200,6090
1080,5.4,-50,-71,970,-11060,-910,70
1081,5.405,-46,-41,978,-9590,280,-910
1082,5.41,-44,-31,1039,4900,2100,-2240
1083,5.415,-29,-51,1064,6510,1190,-2380
1084,5.42,-26,-8,1061,2170,-3500,-2940
1085,5.425,-38,6,1018,-350,-4550,-2380
1086,5.43,-36,-9,986,-2590,-1260,-770
1087,5.435,-19,-48,1009,-3710,490,-1820
1088,5.44,-30,-23,1045,-10500,-350,-2940
1089,5.445,-41,-6,1026,-13440,-1890,-2240
1090,5.45,-46,-4,1000,-5670,-350,-490
1091,5.455,-41,-19,1013,140,1890,-210
1092,5.46,-34,-16,1083,840,1610,-70
1093,5.465,-22,-29,1086,-2030,-1120,770
1094,5.47,-30,-38,1050,-2870,-4550,1260
1095,5.475,-51,-33,987,-1330,-3360,1400
1096,5.48,-37,-65,1002,-1120,-1680,70
1097,5.485,-38,-67,1026,-6370,-2240,-1400
1098,5.49,-40,-37,1022,-11970,-3710,-1470
1099,5.495,-44,-19,974,-12250,-4270,-840
1100,5.5,-47,-40,952,-3990,-3500,-2030
1101,5.505,-40,-54,991,10290,-350,-2730
1102,5.51,-39,-45,1023,8470,0,-2590
1103,5.515,-32,-30,1030,-4060,-3220,-1820
1104,5.52,-33,-19,1016,-7630,-4900,-1680
1105,5.525,-37,-5,979,-5950,-5180,-1400
1106,5.53,-37,16,1002,-3290,-3780,840
1107,5.535,-30,-33,1027,5880,-5040,1960
1108,5.54,-30,-35,1030,13090,-7070,910
1109,5.545,-35,-76,1014,20510,-10290,-1820
1110,5.55,-23,-55,1029,21070,-10290,-5600
1111,5.555,-33,-6,1027,17570,-11690,-5670
1112,5.56,-36,27,1006,16240,-12180,-4270
1113,5.565,-20,27,969,15470,-9870,-910
1114,5.57,-30,38,996,17360,-7700,-140
1115,5.575,-23,21,1092,22890,-8960,3500
1116,5.58,8,-8,1131,27860,-14070,-350
1117,5.585,-77,50,991,39270,-16380,6930
1118,5.59,-3,0,979,45080,-12530,8120
1119,5.595,-7,36,1053,52640,-7980,3360
1120,5.6,-28,97,999,54740,-10430,8120
1121,5.605,9,62,1045,55650,-14140,7490
1122,5.61,6,75,1037,53970,-18550,6370
1123,5.615,27,117,1074,67690,-24570,4060
1124,5.62,27,161,1086,81270,-30870,3640
1125,5.625,10,131,1032,117250,-31780,3360
1126,5.63,24,109,1021,135590,-30660,2240
1127,5.635,60,243,1101,154630,-29260,-4830
1128,5.64,61,285,1052,159740,-32270,-210
1129,5.645,49,237,951,166670,-33880,1050
1130,5.65,42,186,909,170030,-31850,630
1131,5.655,64,230,912,167090,-27300,-12390
1132,5.66,57,462,933,164570,-26530,-14700
1133,5.665,62,568,935,173740,-32690,-9100
1134,5.67,59,439,868,195020,-34580,-9310
1135,5.675,68,406,812,230370,-30100,-18550
1136,5.68,56,558,746,231840,-25060,-22540
1137,5.685,29,652,715,224420,-17010,-17290
1138,5.69,44,706,699,208950,-14140,-12950
1139,5.695,64,671,652,207480,-19810,-17780
1140,5.7,20,788,636,202090,-23730,-21910
1141,5.705,58,808,550,186550,-27650,-18270
1142,5.71,4,917,616,182350,-25130,-17430
1143,5.715,17,912,401,182700,-28980,-6020
1144,5.72,24,881,479,186690,-28700,280
1145,5.725,28,868,367,202160,-27650,3010
1146,5.73,13,874,336,207620,-26670,9730
1147,5.735,63,846,306,210000,-28140,9800
1148,5.74,60,872,257,195580,-35980,7140
1149,5.745,68,947,131,183540,-36750,7210
1150,5.75,77,940,118,175000,-36190,8190
1151,5.755,69,896,108,170590,-34720,9520
1152,5.76,71,842,79,171080,-37870,4480
1153,5.765,81,793,-55,176330,-38570,-280
1154,5.77,72,823,-132,175980,-38010,-4760
1155,5.775,72,883,-223,158830,-32900,-9520
1156,5.78,63,889,-243,145320,-29680,-11620
1157,5.785,73,904,-227,124180,-21350,-12250
1158,5.79,65,946,-264,119700,-20860,-12250
1159,5.795,76,984,-357,96110,-18970,-13720
1160,5.8,52,1002,-374,80080,-15610,-15470
1161,5.805,52,1005,-310,53760,-9170,-14770
