Id,Time,AccX,AccY,AccZ,GyroX,GyroY,GyroZ
1162,5.81,68,1021,-314,41650,-8050,-13860
1163,5.815,43,1015,-329,29400,-4550,-10290
1164,5.82,40,1033,-314,28560,-2520,-6370
1165,5.825,42,1026,-247,31290,-2380,-3780
1166,5.83,43,1017,-235,26180,-4480,-70
1167,5.835,29,1053,-292,10500,-10500,1890
1168,5.84,5,1035,-358,5810,-7560,8820
1169,5.845,28,909,-348,5600,-3990,9380
1170,5.85,33,893,-324,5460,-980,7420
1171,5.855,40,895,-291,-980,-280,2310
1172,5.86,40,1002,-293,-6090,-1050,1820
1173,5.865,31,957,-311,-17150,-1820,9240
1174,5.87,37,911,-304,-20230,-1190,10710
1175,5.875,33,857,-310,-18060,-350,6090
1176,5.88,50,896,-298,-16870,490,2940
1177,5.885,48,963,-313,-17780,700,770
1178,5.89,44,995,-323,-19320,1330,2170
1179,5.895,43,989,-323,-17920,2660,7070
1180,5.9,61,929,-239,-14490,2030,7700
1181,5.905,61,924,-226,-11270,-2380,7700
1182,5.91,51,928,-248,-16870,-4970,7420
1183,5.915,38,933,-305,-31500,-6160,6790
1184,5.92,39,943,-347,-35770,-3640,5530
1185,5.925,40,995,-324,-25340,2590,4830
1186,5.93,56,994,-280,-16030,5390,7140
1187,5.935,70,922,-183,-6580,5880,6650
1188,5.94,80,894,-176,-6230,2660,6860
1189,5.945,81,901,-216,-22960,-3150,4410
1190,5.95,64,962,-248,-30380,-4340,4410
1191,5.955,57,956,-280,-28280,-2450,5670
1192,5.96,71,920,-259,-19390,210,5250
1193,5.965,67,947,-204,-4340,2660,1120
1194,5.97,65,980,-208,-3780,2030,2030
1195,5.975,68,970,-200,-9590,1680,3360
1196,5.98,70,952,-206,-8750,910,4060
1197,5.985,74,937,-215,-5390,280,3500
1198,5.99,74,927,-224,-6300,280,1820
1199,5.995,76,948,-225,-7980,1400,-1050
1200,6.0,73,945,-230,-5810,2520,-2940
1201,6.005,69,981,-234,-1540,3640,-3290
1202,6.01,67,991,-233,2730,4970,-2310
1203,6.015,71,971,-235,5110,8330,560
1204,6.02,76,951,-211,-2240,8750,210
1205,6.025,84,960,-195,-7070,7910,560
1206,6.03,84,961,-180,-13090,5390,-70
1207,6.035,83,983,-172,-13090,4200,-70
1208,6.04,82,992,-161,-12810,1540,350
1209,6.045,75,1013,-185,-8050,770,2100
1210,6.05,79,978,-166,-5880,70,4550
1211,6.055,88,923,-170,-4480,-840,3710
1212,6.06,86,944,-159,-4410,-2450,1610
1213,6.065,79,967,-200,-7140,-3220,1540
1214,6.07,73,957,-197,-9170,-980,1820
1215,6.075,75,939,-196,-7420,-280,1400
1216,6.08,80,962,-162,-2030,1610,-70
1217,6.085,77,965,-167,-1260,910,280
1218,6.09,76,981,-174,-1260,630,840
1219,6.095,77,940,-176,-5600,770,2590
1220,6.1,75,915,-184,-7350,1190,420
1221,6.105,63,950,-191,-8610,2170,-840
1222,6.11,72,932,-174,-9450,2800,-210
1223,6.115,83,936,-156,-10010,2450,-1610
1224,6.12,80,986,-179,-8400,2240,-980
1225,6.125,93,951,-129,-4760,1820,280
1226,6.13,100,954,-128,-4340,-280,-70
1227,6.135,96,955,-123,-9240,-4620,-350
1228,6.14,85,969,-185,-11970,-5250,-70
1229,6.145,75,969,-192,-14140,-4550,-980
1230,6.15,77,997,-192,-12180,-1610,-1120
1231,6.155,77,1010,-172,-9520,-350,490
1232,6.16,80,1024,-127,-2730,280,2240
1233,6.165,93,978,-120,-1470,-1050,2870
1234,6.17,93,957,-168,-2380,-3500,3290
1235,6.175,84,950,-180,-3780,-3150,1260
1236,6.18,83,969,-160,-4410,-1540,210
1237,6.185,91,995,-157,-4620,-1610,-210
1238,6.19,91,1005,-153,-4060,-2030,910
1239,6.195,84,1026,-161,-3640,-2240,2170
1240,6.2,86,1014,-155,-3780,-1540,4550
1241,6.205,81,964,-151,-2170,-1330,4760
1242,6.21,88,940,-143,-1890,-1050,2100
1243,6.215,89,925,-132,-4130,-1890,-420
1244,6.22,82,987,-142,-11480,-2520,-3010
1245,6.225,77,1003,-156,-14630,-3010,-2450
1246,6.23,77,1012,-143,-13720,-1050,-70
1247,6.235,79,1011,-131,-11340,-630,2240
1248,6.24,83,992,-105,-6790,-630,2800
1249,6.245,86,997,-108,-6510,-1680,3640
1250,6.25,89,1006,-106,-9730,-3500,5670
1251,6.255,96,1026,-136,-9660,-4340,7980
1252,6.26,102,928,-132,-7070,-3850,10080
1253,6.265,103,922,-135,-3290,-3500,7840
1254,6.27,95,937,-143,-4830,-2870,4200
1255,6.275,95,925,-155,-8890,-1400,3080
1256,6.28,101,953,-122,-13860,140,630
1257,6.285,111,986,-111,-12950,70,350
1258,6.29,100,1040,-122,-8120,-490,4270
1259,6.295,99,1025,-103,-5530,-210,7350
1260,6.3,103,984,-81,-2450,-2170,8820
1261,6.305,114,941,-51,-5180,-3710,7630
1262,6.31,107,957,-62,-18060,-8540,6160
1263,6.315,98,1001,-133,-25200,-9030,6160
1264,6.32,89,1028,-152,-35350,-6510,8610
1265,6.325,95,1094,-110,-41650,-5530,11480
1266,6.33,98,1117,-48,-66780,-6160,20300
1267,6.335,105,1130,-20,-85330,-7490,24290
1268,6.34,93,1171,25,-143990,-14560,34300
1269,6.345,111,1149,187,-187600,-23240,40950
1270,6.35,118,1021,38,-291900,-40600,51660
1271,6.355,140,854,53,-336910,-32060,60760
1272,6.36,122,907,138,-386400,-43120,52780
1273,6.365,70,958,52,-375060,-40740,46200
1274,6.37,146,843,105,-260960,-18270,28000
1275,6.375,199,701,266,-183750,1750,25480
1276,6.38,258,616,426,-138390,25200,14350
1277,6.385,237,574,425,-179410,30730,11340
1278,6.39,198,605,491,-308630,36470,10150
1279,6.395,179,587,495,-365820,37660,14420
1280,6.4,201,442,520,-433790,43960,10080
1281,6.405,190,414,601,-438690,52290,8610
1282,6.41,175,308,784,-395920,74550,11200
1283,6.415,176,230,830,-362950,85820,17500
1284,6.42,180,117,950,-309890,107240,16870
1285,6.425,153,109,1071,-289940,113400,15400
1286,6.43,110,73,1251,-249900,106820,15330
1287,6.435,108,30,1307,-236110,95760,15050
1288,6.44,90,-74,1192,-205170,68460,10990
1289,6.445,51,-112,1142,-188510,59570,8190
1290,6.45,28,-119,1095,-140210,45920,3080
1291,6.455,8,-36,1099,-111860,38290,7420
1292,6.46,25,-80,1140,-65170,32900,13440
1293,6.465,32,-154,1146,-46200,24220,16520
1294,6.47,9,-175,1104,-11480,3780,15470
1295,6.475,7,-183,1054,11340,-11200,11970
1296,6.48,18,-284,894,15260,-12390,9450
1297,6.485,-3,-288,840,16800,-2380,4060
1298,6.49,-50,-170,792,12250,6160,4130
1299,6.495,-43,-165,926,4690,18760,8610
1300,6.5,-21,-177,1026,2800,18760,10150
1301,6.505,-2,-190,1076,3500,9240,11200
1302,6.51,0,-216,1052,8470,5740,8750
1303,6.515,8,-206,1042,23660,2940,2940
1304,6.52,-10,-183,1033,24150,840,1820
1305,6.525,-15,-186,934,16100,-3710,280
1306,6.53,-52,-160,899,14700,-2100,-840
1307,6.535,-54,-147,905,14700,1890,-700
1308,6.54,-45,-109,1000,13930,8610,140
1309,6.545,-37,-124,1037,11060,6720,1960
1310,6.55,-25,-148,1035,11200,5460,1260
1311,6.555,-21,-180,1002,13790,5530,-140
1312,6.56,-32,-161,964,24010,13650,-6790
1313,6.565,-60,-116,962,19880,23450,-7070
1314,6.57,-66,-100,974,15610,25130,-4970
1315,6.575,-67,-136,953,13790,26740,-3570
1316,6.58,-91,-95,966,22330,32270,-5390
1317,6.585,-83,-66,1028,24220,33250,-3990
1318,6.59,-84,-58,1113,18690,28140,-1680
1319,6.595,-83,-94,1118,13230,21420,-770
1320,6.6,-94,-74,1088,6370,8050,-1190
1321,6.605,-103,-50,1053,8750,1610,280
1322,6.61,-105,-14,1029,11550,70,560
1323,6.615,-110,-5,995,14630,-280,4480
1324,6.62,-101,-34,1019,21070,-420,5040
1325,6.625,-96,-32,1018,22540,-910,5530
1326,6.63,-83,-96,998,20510,-980,4900
1327,6.635,-91,-97,1013,18200,630,980
1328,6.64,-106,-63,1024,3080,-770,420
1329,6.645,-114,-51,1008,-5250,-2380,210
1330,6.65,-108,-39,980,-7490,-3150,-630
1331,6.655,-106,-9,985,-2800,-2380,-1260
1332,6.66,-109,-7,987,4970,-3290,1120
1333,6.665,-110,-15,988,7910,-4410,2170
1334,6.67,-110,-10,963,11760,-6440,3430
1335,6.675,-104,-22,983,10640,-5810,3850
1336,6.68,-94,-40,978,5390,-5250,5110
1337,6.685,-90,-49,980,3010,-4130,4270
1338,6.69,-100,-68,974,2450,-2940,910
1339,6.695,-111,-10,1001,5180,-490,910
1340,6.7,-109,1,1006,6020,-2520,3990
1341,6.705,-93,-20,1001,10010,-3220,3990
1342,6.71,-90,-19,998,14000,-2310,3290
1343,6.715,-106,1,1015,18130,-2380,4340
1344,6.72,-100,-21,1020,14490,-4900,6860
1345,6.725,-116,-13,1019,14210,-5950,7420
1346,6.73,-111,-20,967,16030,-6020,8470
1347,6.735,-154,79,974,14840,-3080,11550
1348,6.74,-148,94,979,11060,1960,22330
1349,6.745,-117,76,1019,12950,3850,26670
1350,6.75,-118,54,1005,14980,2100,34510
1351,6.755,-186,243,883,11340,6580,44940
1352,6.76,-179,219,890,-3640,12740,71680
1353,6.765,-109,27,1000,-5180,14770,74900
1354,6.77,-152,24,1025,-10780,11340,77070
1355,6.775,-138,106,948,-14910,11550,81690
1356,6.78,-76,41,991,-14280,17990,80780
1357,6.785,-246,185,1006,-8750,17570,85330
1358,6.79,-218,162,1021,560,15890,105840
1359,6.795,-153,112,1003,-2870,17780,107520
1360,6.8,-204,68,989,-10150,17640,112000
1361,6.805,-194,-65,1051,-13230,12530,115710
1362,6.81,-164,-249,1038,-28490,6300,104930
1363,6.815,-128,-279,1032,-34230,4900,95200
1364,6.82,-167,-176,1033,-36470,8330,64400
1365,6.825,-252,-27,975,-33250,12670,66150
1366,6.83,-219,-73,1015,-41790,18130,71470
1367,6.835,-92,-89,1044,-38640,16660,64400
1368,6.84,-107,-80,1126,-28070,5390,59010
1369,6.845,-43,-121,1125,-20020,-840,59920
1370,6.85,-47,-123,1133,-14560,-7840,51590
1371,6.855,-137,47,1090,-14000,-4130,48790
1372,6.86,-167,152,1041,-31780,-3220,51520
1373,6.865,-283,59,1091,-34300,-6440,62370
1374,6.87,-169,-139,1115,-11970,-14980,73150
1375,6.875,-102,-171,1065,-5810,-22540,60690
1376,6.88,-74,-277,1011,-560,-24570,47460
1377,6.885,-1,-356,889,-1190,-29400,24920
1378,6.89,-209,-209,997,-9450,-22330,-26950
1379,6.895,-355,4,1038,-6860,-26530,-21000
1380,6.9,-324,201,865,-12880,-30170,-7070
1381,6.905,-230,107,710,-25830,-14630,16240
1382,6.91,-158,-135,873,-19180,0,12040
1383,6.915,-153,-149,1007,3430,8050,5950
1384,6.92,-49,-190,1051,7560,3360,7700
1385,6.925,-25,-183,1042,10360,-1680,7350
1386,6.93,-40,-149,940,-1330,-2170,-12880
1387,6.935,-81,-86,972,-9170,2030,-25830
1388,6.94,-271,283,888,-14700,10710,-17360
1389,6.945,-264,277,909,-11830,20370,3850
1390,6.95,-54,-14,1004,-1890,32060,37170
1391,6.955,-80,-149,1046,-5880,31640,36750
1392,6.96,-89,-108,1121,-11130,21560,32970
1393,6.965,-131,-170,1190,-20510,12110,29050
1394,6.97,-219,47,1137,-35210,-10430,31990
1395,6.975,-189,129,862,-30940,7140,45850
1396,6.98,-228,18,835,-6020,19530,42980
1397,6.985,-238,9,923,5390,28910,46830
1398,6.99,-175,-107,951,-3220,24920,43750
1399,6.995,-196,-113,993,-17430,19950,34790
1400,7.0,-227,-65,1085,-14070,17990,33880
1401,7.005,-239,46,1127,-14140,7070,48510
1402,7.01,-262,113,1113,-24220,-1400,63000
1403,7.015,-195,-37,1092,-33810,-22960,67340
1404,7.02,-112,-327,990,-32130,-29470,54390
1405,7.025,-189,-234,985,-11480,-28210,29540
1406,7.03,-234,-87,918,-7770,-24360,29050
1407,7.035,-262,94,931,-9380,-17430,50190
1408,7.04,-252,10,945,-19740,-3640,52360
1409,7.045,-134,22,1007,8470,-1260,57470
1410,7.05,-97,-197,980,13720,-7350,50680
1411,7.055,-176,-212,959,8470,-17360,35630
1412,7.06,-232,-62,976,-19880,-21980,34510
1413,7.065,-260,52,763,-24920,-19320,43050
1414,7.07,-162,0,719,-11970,-1190,48230
1415,7.075,-221,-19,855,24850,27580,48650
1416,7.08,-110,-111,1064,19180,15960,49980
1417,7.085,-79,-177,1062,8610,6510,43050
1418,7.09,-156,-264,1053,8750,19320,49280
1419,7.095,-288,-234,1134,9170,14140,43050
1420,7.1,-323,242,976,13790,700,46620
1421,7.105,-285,41,975,5740,910,64260
1422,7.11,-41,12,1111,8050,10220,73640
1423,7.115,-190,-378,970,-29330,-7210,37940
1424,7.12,-335,-196,857,-42560,-6160,29120
1425,7.125,-312,16,937,-55510,3710,19040
1426,7.13,-353,-43,956,-42980,3430,50050
1427,7.135,-118,173,1072,-2940,3080,87220
1428,7.14,-235,80,857,9940,-5600,93380
1429,7.145,-181,-123,946,350,9870,88830
1430,7.15,-213,-240,1049,-4060,2520,69370
1431,7.155,-306,-163,1009,4830,-1960,66640
1432,7.16,-380,-77,1029,12110,-5670,86240
1433,7.165,-340,20,928,22610,-5600,105700
1434,7.17,-254,20,952,38080,-9730,121310
1435,7.175,-185,-166,1017,44800,-11690,121590
1436,7.18,-308,-31,1011,24010,-22470,106050
1437,7.185,-298,36,994,34790,-19110,101220
1438,7.19,-247,32,1069,23450,-21560,88690
1439,7.195,-205,-103,1025,8400,-30030,85960
1440,7.2,-158,-193,826,33810,-25410,67620
1441,7.205,-218,94,936,51240,-19670,71540
1442,7.21,-198,-4,1023,9940,-23030,57890
1443,7.215,-196,-114,1000,-19740,-18200,37100
1444,7.22,-215,132,1007,-23030,-15120,17990
1445,7.225,-211,201,952,-16450,-15610,24150
1446,7.23,-185,233,949,-10220,-9660,41300
1447,7.235,-116,172,881,-13370,-13790,53900
1448,7.24,-149,-52,984,-33040,-7840,45010
1449,7.245,-191,-98,1039,-24850,-2380,36400
1450,7.25,-207,-15,1074,-29470,-5390,24360
1451,7.255,-204,75,960,-28280,-6930,24360
1452,7.26,-218,125,917,-19040,-3710,38360
1453,7.265,-222,173,956,-29470,-5180,42840
1454,7.27,-132,-207,993,-71330,-16870,38780
1455,7.275,-162,-217,1062,-56140,-19950,27090
1456,7.28,-181,-126,1009,-1050,-27440,30240
1457,7.285,-161,-121,975,2940,-27370,28420
1458,7.29,-181,-38,1036,-7420,-29330,19390
1459,7.295,-172,-18,993,-11480,-32270,19390
1460,7.3,-135,-68,961,-2170,-22330,19880
1461,7.305,-148,154,990,10220,-18060,31430
1462,7.31,-95,16,979,8050,-13300,32970
1463,7.315,-75,-69,1027,2030,-15120,19740
1464,7.32,-79,-87,1056,-4550,-18410,10500
1465,7.325,-79,-49,1010,-1050,-21910,770
1466,7.33,-81,35,983,-3150,-18620,-2450
1467,7.335,-85,44,1027,-7210,-19530,-1750
1468,7.34,-76,123,1057,-10710,-28420,280
1469,7.345,-89,-96,983,-12600,-31430,3290
1470,7.35,-80,-132,1015,-2660,-26460,-1190
1471,7.355,-83,36,1055,12460,-21700,-5040
1472,7.36,-68,63,1032,18620,-23450,-2450
1473,7.365,-54,82,950,17850,-25340,210
1474,7.37,-48,34,929,9170,-24500,1400
1475,7.375,-116,85,1098,0,-18690,350
1476,7.38,7,1,983,-22400,-31360,2730
1477,7.385,-19,-175,990,-14070,-26040,-4550
1478,7.39,-41,-78,983,-5110,-20160,-9940
1479,7.395,-65,92,1052,9100,-13300,-7490
1480,7.4,-54,108,1007,13020,-14700,2240
1481,7.405,-38,31,957,2030,-10500,2310
1482,7.41,-21,7,1003,-1190,-6650,560
1483,7.415,-8,-31,1014,-2730,-4830,-1470
1484,7.42,-7,-38,1010,-6580,-6370,-6790
1485,7.425,-19,-23,991,-6580,-7140,-8540
1486,7.43,-23,-10,968,-6580,-5880,-9870
1487,7.435,-56,109,1023,-3990,-3640,-5810
1488,7.44,-54,100,969,-1680,1750,5740
1489,7.445,-40,28,1031,-1890,5110,7070
1490,7.45,-29,-22,1049,-2940,5040,6790
1491,7.455,-18,-75,1020,-490,1400,1750
1492,7.46,-24,-72,1029,-2730,-3710,-5110
1493,7.465,-57,-15,1019,-6580,-4830,-6440
1494,7.47,-64,24,1005,-4550,-4900,210
1495,7.475,-61,44,969,2170,-420,4270
1496,7.48,-36,36,989,-630,2100,6510
1497,7.485,-32,-32,1014,-1890,2170,7140
1498,7.49,-30,-68,1033,-840,910,2240
1499,7.495,-46,-80,1047,-2660,-3920,-1610
1500,7.5,-56,-44,1042,-4620,-5600,-4410
1501,7.505,-59,53,1000,-840,-5460,-910
1502,7.51,-31,59,973,770,-4620,2240
1503,7.515,-25,48,1002,770,-2660,5320
1504,7.52,-15,4,1006,1820,-3150,6020
1505,7.525,-12,-27,1011,1470,-3850,4760
1506,7.53,-19,-65,1022,-1540,-5810,420
1507,7.535,-29,-45,1019,-1470,-5600,-2590
1508,7.54,-28,31,1001,140,-4690,-1610
1509,7.545,-22,45,979,1680,-3500,560
1510,7.55,-11,24,999,-560,-1120,4060
1511,7.555,-6,0,1009,490,-2240,4060
1512,7.56,-9,-17,1029,490,-3920,2100
1513,7.565,-20,-20,1029,-4270,-6020,-3920
1514,7.57,-32,-16,1014,-4550,-5950,-5180
1515,7.575,-29,-3,997,-490,-4200,-3360
1516,7.58,-20,31,948,490,-3220,-1330
1517,7.585,-37,46,985,-1540,420,3080
1518,7.59,-33,6,1003,-2170,1820,5110
1519,7.595,-25,-32,1017,-910,1540,3990
1520,7.6,-20,-63,1033,-1470,-280,1260
1521,7.605,-26,-49,1028,-1890,-2380,-3080
1522,7.61,-37,0,1000,1120,-5880,-3570
1523,7.615,-40,43,982,1260,-5950,-140
1524,7.62,-37,52,970,-1400,-2380,2450
1525,7.625,-34,8,985,-1470,-350,3990
1526,7.63,-36,-36,1013,490,70,3360
1527,7.635,-35,-36,1018,210,-1330,-560
1528,7.64,-29,-52,1023,-910,-2730,-2240
1529,7.645,-28,-41,1013,210,-3850,-3500
1530,7.65,-43,13,1001,700,-4830,-4200
1531,7.655,-47,47,984,210,-2730,280
1532,7.66,-39,30,990,-420,-980,2380
1533,7.665,-33,13,1018,140,770,3150
1534,7.67,-14,-52,1028,770,-280,1820
1535,7.675,-15,-47,1029,0,-1750,-1120
1536,7.68,-24,-7,1025,-2100,-5320,-5810
1537,7.685,-43,19,1016,-1260,-6230,-4550
1538,7.69,-37,40,983,0,-4620,-2030
1539,7.695,-22,43,976,1120,-3010,560
1540,7.7,-13,40,973,2170,-2240,3990
1541,7.705,-20,-14,996,-350,-2450,3150
1542,7.71,-26,-47,1009,-1750,-1820,70
1543,7.715,-29,-38,1013,70,-1050,-1260
1544,7.72,-28,-2,1036,70,-2240,-2100
1545,7.725,-23,55,1009,1260,-3290,-420
1546,7.73,-18,49,1002,1960,-3990,2100
1547,7.735,-26,15,997,840,-3850,2520
1548,7.74,-28,-14,1022,-70,-2870,1680
1549,7.745,-34,-43,1032,-700,-3150,420
1550,7.75,-38,-21,1042,210,-3920,-1050
1551,7.755,-35,18,1021,1610,-5390,-910
1552,7.76,-35,28,1010,-350,-5320,-70
1553,7.765,-35,9,1000,-770,-3780,1120
1554,7.77,-35,-3,1007,-1260,-1680,1680
1555,7.775,-29,-9,1022,-1960,-1890,1120
1556,7.78,-29,-1,1021,-1330,-4130,770
1557,7.785,-28,10,1017,-560,-5180,700
1558,7.79,-33,9,1013,-1400,-6300,1190
1559,7.795,-31,-4,1016,-630,-5950,700
1560,7.8,-29,6,1011,-770,-5600,210
1561,7.805,-22,16,987,-280,-5390,210
1562,7.81,-21,4,996,-1960,-4620,420
1563,7.815,-24,9,999,-2170,-4410,280
1564,7.82,-21,5,997,-1680,-4970,560
1565,7.825,-21,7,985,-980,-5110,700
1566,7.83,-17,5,981,-1400,-4270,560
1567,7.835,-15,1,994,-3220,-3080,560
1568,7.84,-9,-17,1000,-2310,-3430,-700
1569,7.845,-20,-20,1009,-1260,-5180,-2030
1570,7.85,-26,-14,1005,-1750,-5810,-3220
1571,7.855,-27,0,1006,-3010,-4830,-4760
1572,7.86,-17,44,991,-1750,-4130,-3360
1573,7.865,-3,4,1004,1470,-3990,-1960
1574,7.87,2,-15,1011,630,-5180,-3570
1575,7.875,0,-31,1010,350,-8400,-9800
1576,7.88,-3,-27,1015,-140,-9380,-13510
1577,7.885,-5,-21,1017,-1750,-9450,-18970
1578,7.89,-11,12,996,-3780,-8400,-20440
1579,7.895,-3,16,994,-6160,-7630,-22540
1580,7.9,-8,13,992,-9240,-7910,-23310
1581,7.905,-11,-11,1015,-11270,-6580,-25340
1582,7.91,-1,-69,1020,-18690,-6860,-32410
1583,7.915,-3,-119,1058,-20790,-7700,-46550
1584,7.92,43,-66,1035,-34300,-12950,-52640
1585,7.925,3,-30,1015,-36190,-15190,-55790
1586,7.93,-5,-4,1006,-37100,-14350,-55720
1587,7.935,5,-19,989,-41370,-13440,-56630
1588,7.94,31,-101,973,-36190,-10710,-55930
1589,7.945,28,-118,978,-27370,-4620,-61390
1590,7.95,39,-149,1014,-31010,-1330,-70350
1591,7.955,36,-154,1032,-41510,1540,-97580
1592,7.96,8,-104,1044,-64750,2380,-107730
1593,7.965,-14,-28,1018,-50890,-1260,-101150
1594,7.97,0,-56,966,-33040,-1190,-90580
1595,7.975,26,-149,906,-20300,1330,-83790
1596,7.98,28,-218,981,-12670,9590,-88480
1597,7.985,30,-251,957,-12460,16310,-104650
1598,7.99,14,-248,963,-16380,22470,-117600
1599,7.995,-7,-136,1010,-22470,23870,-129640
1600,8.0,-60,63,1018,-19460,15750,-121100
1601,8.005,-14,-69,945,-20860,15050,-112560
1602,8.01,-12,-234,937,-17220,21980,-112140
1603,8.015,7,-281,935,-4340,34440,-116620
1604,8.02,0,-296,952,1330,37240,-128940
1605,8.025,-50,-249,981,11830,44380,-154700
1606,8.03,-141,47,1099,7910,44170,-153160
1607,8.035,-144,115,1063,-8260,40320,-128730
1608,8.04,-36,-122,938,-7210,42280,-116200
1609,8.045,-6,-240,970,11410,41440,-105840
1610,8.05,-65,-243,1034,10850,39410,-107030
1611,8.055,-58,-205,1040,5740,36820,-101080
1612,8.06,-61,-101,996,20580,37520,-95690
1613,8.065,-81,-55,999,27860,37730,-92540
1614,8.07,-91,-18,981,23730,32270,-94290
1615,8.075,-97,-49,985,19810,22890,-89530
1616,8.08,-46,-172,1027,23380,20720,-81480
1617,8.085,-69,-210,1044,24500,18760,-70910
1618,8.09,-80,-192,1021,18970,16520,-73220
1619,8.095,-112,-156,1017,14630,11970,-93170
1620,8.1,-101,-44,1036,8610,8400,-95760
1621,8.105,-98,-21,1021,3780,4410,-91840
1622,8.11,-96,-32,986,4270,5110,-76020
1623,8.115,-55,-77,1000,12460,5390,-53760
1624,8.12,-56,-105,925,27160,4620,-46270
1625,8.125,-57,-171,1017,32340,5530,-44100
1626,8.13,-115,-162,1007,14350,1330,-63420
1627,8.135,-158,-55,983,13440,2170,-83720
1628,8.14,-143,127,982,11480,210,-76160
1629,8.145,-119,86,992,8050,-1820,-61600
1630,8.15,-102,-109,993,1610,-5670,-42910
1631,8.155,-70,-202,987,1960,-5600,-43960
1632,8.16,-47,-237,995,4410,70,-61950
1633,8.165,-46,-247,1009,4060,980,-77280
1634,8.17,-77,-174,1022,980,-3150,-107450
1635,8.175,-142,28,1023,280,-4760,-105700
1636,8.18,-135,99,1017,-2520,-4620,-71050
1637,8.185,-113,11,1008,-3290,-3990,-57470
1638,8.19,-87,-50,1000,-280,-3010,-48860
1639,8.195,-31,-183,992,490,-3710,-50190
1640,8.2,-23,-208,991,-5600,-4550,-66080
1641,8.205,-44,-183,968,-8540,-2940,-75180
1642,8.21,-111,-144,999,-11060,-2660,-90440
1643,8.215,-166,195,973,-7560,-2170,-83720
1644,8.22,-164,242,957,-5460,1470,-39340
1645,8.225,-97,69,973,1190,10360,-20440
1646,8.23,-58,-65,971,10640,8890,-13650
1647,8.235,-16,-214,971,12390,6160,-20300
1648,8.24,-37,-228,995,9450,910,-38920
1649,8.245,-99,-88,978,6370,1120,-45640
1650,8.25,-112,-9,970,2590,8190,-42840
1651,8.255,-140,115,977,3990,11340,-34790
1652,8.26,-123,141,999,19040,9800,-11130
1653,8.265,-55,15,1033,21350,6160,2870
1654,8.27,-33,-94,1046,12320,-140,13580
1655,8.275,-27,-221,1046,10430,-1050,6790
1656,8.28,-48,-189,1044,10290,-2940,-15470
1657,8.285,-95,1,1007,10710,-2310,-20720
1658,8.29,-106,33,1011,6160,350,-10850
1659,8.295,-103,20,1012,4690,2100,-4060
1660,8.3,-78,-73,1020,4410,2450,6090
1661,8.305,-58,-116,1024,2380,560,6510
1662,8.31,-71,-168,1011,1260,-2030,-8750
1663,8.315,-76,-166,983,4690,-4970,-21350
1664,8.32,-72,-153,986,5810,-1470,-39060
1665,8.325,-122,-72,1049,2520,-490,-43050
1666,8.33,-73,-86,1098,-2100,-2310,-41160
1667,8.335,-90,-278,997,-8190,-9030,-47040
1668,8.34,-126,-144,1012,-5390,-8190,-71120
1669,8.345,-151,36,1020,70,-8960,-71470
1670,8.35,-159,16,1003,-2660,-10500,-69510
1671,8.355,-126,-231,911,3360,-13090,-79310
1672,8.36,-50,-219,848,12950,-10500,-99400
1673,8.365,-59,-37,1026,11900,10080,-113960
1674,8.37,-113,-36,1052,7980,11900,-106400
1675,8.375,-97,-69,1068,6650,6370,-107730
1676,8.38,-127,-10,1080,6300,420,-110180
1677,8.385,-151,81,1014,6300,-8120,-102130
1678,8.39,-116,-47,963,8260,-7560,-94430
1679,8.395,-27,-361,879,22470,-280,-117530
1680,8.4,-16,-319,902,26530,7000,-143780
1681,8.405,-42,-219,959,23940,14420,-176750
1682,8.41,-194,-33,1052,20930,16870,-180530
1683,8.415,-147,61,1028,12110,11060,-158200
1684,8.42,-127,82,1081,8890,12320,-150710
1685,8.425,-50,-218,1001,17220,5110,-156520
1686,8.43,-34,-299,1015,21420,-1400,-207410
1687,8.435,-63,-391,991,23170,-10220,-243040
1688,8.44,-148,-310,1107,20720,-19320,-271320
1689,8.445,-308,367,1037,18200,-42280,-274120
1690,8.45,-285,583,945,13440,-25340,-171150
1691,8.455,-218,258,1114,16310,-23170,-131040
1692,8.46,-104,72,1080,25480,-36330,-106680
1693,8.465,110,-223,839,18550,-34860,-114520
1694,8.47,62,-454,878,8050,-23030,-174790
1695,8.475,23,-304,936,-2450,-16660,-212380
1696,8.48,-70,-225,934,-10010,-18620,-252770
1697,8.485,-196,109,972,-7910,-15820,-252070
1698,8.49,-208,386,955,-2870,-9240,-194040
1699,8.495,-103,-142,957,-20860,5880,-171850
1700,8.5,-179,105,977,-7980,23310,-167020
1701,8.505,-104,-34,980,-140,28980,-167020
1702,8.51,-113,-2,1001,2170,35210,-163870
1703,8.515,-152,49,976,5530,34650,-142100
1704,8.52,-144,63,996,7630,35910,-131390
1705,8.525,-157,38,971,9660,37170,-123340
1706,8.53,-171,-66,884,5670,40530,-122150
1707,8.535,-252,-62,930,2310,44870,-125860
1708,8.54,-115,-5,1070,-560,39900,-134400
1709,8.545,-257,130,982,-2170,33810,-136290
1710,8.55,-165,95,1055,-8680,32410,-116620
1711,8.555,-187,126,1025,-7840,24990,-100800
1712,8.56,-283,80,1072,-5460,16240,-94710
1713,8.565,-208,16,1054,-280,9940,-83580
1714,8.57,-156,-36,1042,-1960,10850,-62020
1715,8.575,-113,-34,1049,-8190,8470,-80850
1716,8.58,-119,67,1008,3360,2730,-76370
